update__staff_KEY,update_date_utc,sheet_entry_KEY,ledger_entry_KEY,bill_amount_collected,surcharge_collected,discount_collected,sales_tax_collected,service_tax_collected,collected,from__ledger_entry_KEY,collection_source__ledger_entry_KEY,units_collected,time_amount_collected,time_units_collected,expense_amount_collected,expense_units_collected,progress_amount_collected
61,42922.87899,94,21,75,0,0,0,0,75,21,916,0.5,75,0.5,0,0,0
61,42922.87899,94,21,75,0,0,0,0,75,21,916,0.5,75,0.5,0,0,0
61,43229.81954,94,24,75,0,0,0,0,75,24,919,0.5,75,0.5,0,0,0
61,42184.89324,71,#N/A,75,0,0,0,0,75,2905,1402,0.5,75,0.5,0,0,0
61,43538.8572,94,176,75,0,0,0,0,75,176,1112,0.5,75,0.5,0,0,0
61,42640.80326,92,19,60,0,0,0,0,60,19,914,0.5,60,0.5,0,0,0
61,42789.96038,92,20,60,0,0,0,0,60,20,915,0.5,60,0.5,0,0,0
61,42789.96038,92,20,60,0,0,0,0,60,20,915,0.5,60,0.5,0,0,0
61,42789.9602,92,100,60,0,0,0,0,60,100,997,0.5,60,0.5,0,0,0
61,42789.9602,92,100,60,0,0,0,0,60,100,997,0.5,60,0.5,0,0,0
61,42600.94688,92,99,60,0,0,0,0,60,99,996,0.5,60,0.5,0,0,0
61,42600.94688,92,99,60,0,0,0,0,60,99,996,0.5,60,0.5,0,0,0
61,43587.85596,76,69,125,0,0,0,0,125,69,970,0.5,125,0.5,0,0,0
61,43619.85244,76,156,125,0,0,0,0,125,156,1079,0.5,125,0.5,0,0,0
61,43591.939,76,149,125,0,0,0,0,125,149,1055,0.5,125,0.5,0,0,0
61,43591.93959,76,166,125,0,0,0,0,125,166,1099,0.5,125,0.5,0,0,0
61,43591.939,76,149,125,0,0,0,0,125,149,1055,0.5,125,0.5,0,0,0
61,42922.87899,59,21,65,0,0,0,0,65,21,916,0.5,65,0.5,0,0,0
61,43983.8477,94,191,85,0,0,0,0,85,191,1127,0.5,85,0.5,0,0,0
61,43983.8477,94,191,85,0,0,0,0,85,191,1127,0.5,85,0.5,0,0,0
61,43789.86017,94,120,85,0,0,0,0,85,120,1017,0.5,85,0.5,0,0,0
61,43538.8572,94,176,85,0,0,0,0,85,176,1112,0.5,85,0.5,0,0,0
61,43538.8572,94,176,85,0,0,0,0,85,176,1112,0.5,85,0.5,0,0,0
61,43538.8572,94,176,85,0,0,0,0,85,176,1112,0.5,85,0.5,0,0,0
61,43619.85244,62,156,100,0,0,0,0,100,156,1079,0.5,100,0.5,0,0,0
61,41739.88287,92,6,40,0,0,0,0,40,6,899,0.5,40,0.5,0,0,0
61,41814.83241,92,86,40,0,0,0,0,40,86,983,0.5,40,0.5,0,0,0
61,41739.88287,92,6,40,0,0,0,0,40,6,899,0.5,40,0.5,0,0,0
61,41814.83241,102,86,40,0,0,0,0,40,86,983,0.5,40,0.5,0,0,0
61,42096.86611,61,153,40,0,0,0,0,40,153,693,0.5,40,0.5,0,0,0
61,43332.87083,96,214,56,0,0,0,0,56,214,1150,0.5,56,0.5,0,0,0
61,43367.85014,96,215,56,0,0,0,0,56,215,1151,0.5,56,0.5,0,0,0
61,43298.8662,96,213,56,0,0,0,0,56,213,1149,0.5,56,0.5,0,0,0
61,43367.85014,96,215,56,0,0,0,0,56,215,1151,0.5,56,0.5,0,0,0
61,43367.85014,96,215,56,0,0,0,0,56,215,1151,0.5,56,0.5,0,0,0
61,43332.87083,96,214,56,0,0,0,0,56,214,1150,0.5,56,0.5,0,0,0
61,43591.939,56,149,82.5,0,0,0,0,82.5,149,1055,0.5,82.5,0.5,0,0,0
61,43591.93959,56,166,82.5,0,0,0,0,82.5,166,1099,0.5,82.5,0.5,0,0,0
61,43115.89333,96,207,54,0,0,0,0,54,207,1143,0.5,54,0.5,0,0,0
61,43115.89333,96,207,54,0,0,0,0,54,207,1143,0.5,54,0.5,0,0,0
61,43083.98111,48,22,87.5,0,0,0,0,87.5,22,917,0.5,87.5,0.5,0,0,0
61,43083.98111,48,22,87.5,0,0,0,0,87.5,22,917,0.5,87.5,0.5,0,0,0
61,43073.98296,68,67,162.5,0,0,0,0,162.5,67,968,0.5,162.5,0.5,0,0,0
61,43983.8477,70,191,170,0,0,0,0,170,191,1127,0.5,170,0.5,0,0,0
61,43538.8572,70,176,170,0,0,0,0,170,176,1112,0.5,170,0.5,0,0,0
61,43392.91572,94,29,104.42,0,0,0,0,104.42,29,924,0.5,104.42,0.5,0,0,0
61,42200.89688,92,12,62.11,0,0,0,0,62.11,12,907,0.5,62.11,0.5,0,0,0
61,43392.91572,94,29,104.42,0,0,0,0,104.42,29,924,0.5,104.42,0.5,0,0,0
61,43963.90378,61,40,79.88,0,0,0,0,79.88,40,933,0.5,79.88,0.5,0,0,0
61,42200.89688,103,12,64.82,0,0,0,0,64.82,12,907,0.5,64.82,0.5,0,0,0
61,43392.91572,94,29,104.42,0,0,0,0,104.42,29,924,0.5,104.42,0.5,0,0,0
61,43594.90502,94,35,66.43,0,0,0,0,66.43,35,928,0.5,66.43,0.5,0,0,0
61,43963.90378,94,40,97,0,0,0,0,97,40,933,0.5,97,0.5,0,0,0
61,43594.90502,94,35,66.43,0,0,0,0,66.43,35,928,0.5,66.43,0.5,0,0,0
61,43594.90502,61,35,54.71,0,0,0,0,54.71,35,928,0.5,54.71,0.5,0,0,0
61,42200.89688,92,12,62.11,0,0,0,0,62.11,12,907,0.5,62.11,0.5,0,0,0
61,43594.90502,94,35,66.43,0,0,0,0,66.43,35,928,0.5,66.43,0.5,0,0,0
61,44025.92318,94,192,53.6,0,0,0,0,53.6,192,1128,0.5,53.6,0.5,0,0,0
61,42509.86938,70,184,147.68,0,0,0,0,147.68,184,1120,0.5,147.68,0.5,0,0,0
61,42509.86938,94,184,68.92,0,0,0,0,68.92,184,1120,0.5,68.92,0.5,0,0,0
61,43584.86764,70,190,208.49,0,0,0,0,208.49,190,1126,0.5,208.49,0.5,0,0,0
61,43122.89942,94,187,31.16,0,0,0,0,31.16,187,1123,0.5,31.16,0.5,0,0,0
61,42494.85647,94,183,31.11,0,0,0,0,31.11,183,697,0.5,31.11,0.5,0,0,0
61,43122.89942,94,187,31.16,0,0,0,0,31.16,187,1123,0.5,31.16,0.5,0,0,0
61,43166.9833,94,106,70.36,0,0,0,0,70.36,106,1003,0.5,70.36,0.5,0,0,0
61,42509.86938,7,184,56.61,0,0,0,0,56.61,184,1120,0.5,56.61,0.5,0,0,0
61,43122.89942,94,187,31.15,0,0,0,0,31.15,187,1123,0.5,31.15,0.5,0,0,0
61,42877.90042,94,186,69.77,0,0,0,0,69.77,186,1122,0.5,69.77,0.5,0,0,0
61,42509.86938,94,184,68.92,0,0,0,0,68.92,184,1120,0.5,68.92,0.5,0,0,0
61,42758.94654,94,185,28,0,0,0,0,28,185,1121,0.5,28,0.5,0,0,0
61,43514.89458,94,117,138.59,0,0,0,0,138.59,117,1014,0.5,138.59,0.5,0,0,0
61,42877.90042,94,186,69.77,0,0,0,0,69.77,186,1122,0.5,69.77,0.5,0,0,0
61,43166.9833,102,106,65.67,0,0,0,0,65.67,106,1003,0.5,65.67,0.5,0,0,0
61,43447.98212,94,189,54.27,0,0,0,0,54.27,189,1125,0.5,54.27,0.5,0,0,0
61,44025.92318,20,192,31.53,0,0,0,0,31.53,192,1128,0.5,31.53,0.5,0,0,0
61,42810.91522,61,101,31.25,0,0,0,0,31.25,101,998,0.5,31.25,0.5,0,0,0
61,43166.9833,76,106,93.81,0,0,0,0,93.81,106,1003,0.5,93.81,0.5,0,0,0
61,42509.86938,70,184,147.68,0,0,0,0,147.68,184,1120,0.5,147.68,0.5,0,0,0
61,42208.84605,79,154,57.02,0,0,0,0,57.02,154,1065,0.5,57.02,0.5,0,0,0
61,43907.90163,109,124,69.07,0,0,0,0,69.07,124,690,0.5,69.07,0.5,0,0,0
61,42208.84605,76,154,57.02,0,0,0,0,57.02,154,1065,0.5,57.02,0.5,0,0,0
61,42208.84605,53,154,41.47,0,0,0,0,41.47,154,1065,0.5,41.47,0.5,0,0,0
61,42208.84605,53,154,41.47,0,0,0,0,41.47,154,1065,0.5,41.47,0.5,0,0,0
61,42885.86324,51,66,71.18,0,0,0,0,71.18,66,967,0.5,71.18,0.5,0,0,0
61,43283.85152,11,68,60.63,0,0,0,0,60.63,68,969,0.5,60.63,0.5,0,0,0
61,42885.86324,68,66,177.94,0,0,0,0,177.94,66,967,0.5,177.94,0.5,0,0,0
61,43195.86799,76,554,100.29,0,0,0,0,100.29,554,1074,0.5,100.29,0.5,0,0,0
61,42208.84605,76,154,57.02,0,0,0,0,57.02,154,1065,0.5,57.02,0.5,0,0,0
61,41813.84846,71,#N/A,30.51,0,0,0,0,30.51,1596,1985,0.5,30.51,0.5,0,0,0
61,41813.84845,71,#N/A,30.51,0,0,0,0,30.51,1661,2690,0.5,30.51,0.5,0,0,0
61,43955.88051,103,150,44.98,0,0,0,0,44.98,150,1056,0.5,44.98,0.5,0,0,0
61,42208.84575,53,145,104.7,0,0,0,0,104.7,145,1051,0.5,104.7,0.5,0,0,0
61,41815.8634,76,144,65.33,0,0,0,0,65.33,144,1050,0.5,65.33,0.5,0,0,0
61,42208.84575,76,145,143.96,0,0,0,0,143.96,145,1051,0.5,143.96,0.5,0,0,0
61,43955.88182,56,167,31.2,0,0,0,0,31.2,167,1100,0.5,31.2,0.5,0,0,0
61,41793.63639,79,160,39.8,0,0,0,0,39.8,160,1093,0.5,39.8,0.5,0,0,0
61,43955.88051,85,150,37.48,0,0,0,0,37.48,150,1056,0.5,37.48,0.5,0,0,0
61,43608.88003,#N/A,337,68.58,0,0,0,0,68.58,337,894,0.5,68.58,0.5,0,0,0
61,43608.88003,57,337,72.87,0,0,0,0,72.87,337,894,0.5,72.87,0.5,0,0,0
61,42913.92819,70,#N/A,129.72,0,0,0,0,129.72,2394,1251,0.5,129.72,0.5,0,0,0
61,43608.88003,#N/A,337,72.87,0,0,0,0,72.87,337,894,0.5,72.87,0.5,0,0,0
61,43608.88003,#N/A,337,72.87,0,0,0,0,72.87,337,894,0.5,72.87,0.5,0,0,0
61,43955.85657,84,301,74.94,0,0,0,0,74.94,301,1161,0.5,74.94,0.5,0,0,0
61,42877.90008,70,174,127.72,0,0,0,0,127.72,174,1110,0.5,127.72,0.5,0,0,0
61,43608.88003,63,337,60.01,0,0,0,0,60.01,337,894,0.5,60.01,0.5,0,0,0
61,43608.88003,72,337,111.44,0,0,0,0,111.44,337,894,0.5,111.44,0.5,0,0,0
61,43185.87153,94,175,56.36,0,0,0,0,56.36,175,1111,0.5,56.36,0.5,0,0,0
61,43948.906,73,298,155.47,0,0,0,0,155.47,298,1160,0.5,155.47,0.5,0,0,0
61,42877.90008,53,174,58.95,0,0,0,0,58.95,174,1110,0.5,58.95,0.5,0,0,0
61,43948.906,78,298,101.05,0,0,0,0,101.05,298,1160,0.5,101.05,0.5,0,0,0
61,42509.86905,70,171,145.25,0,0,0,0,145.25,171,1107,0.5,145.25,0.5,0,0,0
61,42758.94697,70,172,520,0,0,0,0,520,172,1108,0.5,520,0.5,0,0,0
61,43608.88003,63,337,60.01,0,0,0,0,60.01,337,894,0.5,60.01,0.5,0,0,0
61,43608.88003,57,337,72.87,0,0,0,0,72.87,337,894,0.5,72.87,0.5,0,0,0
61,43955.85657,78,301,97.42,0,0,0,0,97.42,301,1161,0.5,97.42,0.5,0,0,0
61,42509.86905,70,171,145.25,0,0,0,0,145.25,171,1107,0.5,145.25,0.5,0,0,0
61,42877.90008,70,174,127.72,0,0,0,0,127.72,174,1110,0.5,127.72,0.5,0,0,0
61,42509.86905,70,171,145.26,0,0,0,0,145.26,171,1107,0.5,145.26,0.5,0,0,0
61,43206.92741,96,210,49.77,0,0,0,0,49.77,210,1146,0.5,49.77,0.5,0,0,0
61,42877.90008,94,174,58.95,0,0,0,0,58.95,174,1110,0.5,58.95,0.5,0,0,0
61,43025.82098,96,204,42.16,0,0,0,0,42.16,204,1140,0.5,42.16,0.5,0,0,0
61,43178.88759,96,209,44.62,0,0,0,0,44.62,209,1145,0.5,44.62,0.5,0,0,0
61,43948.906,73,298,142.51,0,0,0,0,142.51,298,1160,0.5,142.51,0.5,0,0,0
61,43087.92885,96,206,39.12,0,0,0,0,39.12,206,1142,0.5,39.12,0.5,0,0,0
61,43269.92529,96,212,46.02,0,0,0,0,46.02,212,1148,0.5,46.02,0.5,0,0,0
61,43395.92455,96,216,64.53,0,0,0,0,64.53,216,1152,0.5,64.53,0.5,0,0,0
61,43087.92885,96,206,39.12,0,0,0,0,39.12,206,1142,0.5,39.12,0.5,0,0,0
61,43269.92529,96,212,46.02,0,0,0,0,46.02,212,1148,0.5,46.02,0.5,0,0,0
61,43143.89553,96,208,36.01,0,0,0,0,36.01,208,1144,0.5,36.01,0.5,0,0,0
61,43143.89553,58,208,38.58,0,0,0,0,38.58,208,1144,0.5,38.58,0.5,0,0,0
61,43234.88645,96,211,48.57,0,0,0,0,48.57,211,1147,0.5,48.57,0.5,0,0,0
61,43185.87153,70,175,125.87,0,0,0,0,125.87,175,1111,0.5,125.87,0.5,0,0,0
61,43143.89553,58,208,48.23,0,0,0,0,48.23,208,1144,0.5,48.23,0.5,0,0,0
61,43087.92885,96,206,39.12,0,0,0,0,39.12,206,1142,0.5,39.12,0.5,0,0,0
61,43234.88645,96,211,60.72,0,0,0,0,60.72,211,1147,0.5,60.72,0.5,0,0,0
61,43143.89553,96,208,36.01,0,0,0,0,36.01,208,1144,0.5,36.01,0.5,0,0,0
61,43025.82098,73,204,107.34,0,0,0,0,107.34,204,1140,0.5,107.34,0.5,0,0,0
61,43395.92455,96,216,64.53,0,0,0,0,64.53,216,1152,0.5,64.53,0.5,0,0,0
61,43087.92885,58,206,43.47,0,0,0,0,43.47,206,1142,0.5,43.47,0.5,0,0,0
61,43269.92529,96,212,46.02,0,0,0,0,46.02,212,1148,0.5,46.02,0.5,0,0,0
61,43395.92455,96,216,64.52,0,0,0,0,64.52,216,1152,0.5,64.52,0.5,0,0,0
61,43025.82098,96,204,42.16,0,0,0,0,42.16,204,1140,0.5,42.16,0.5,0,0,0
61,43025.82098,96,204,52.7,0,0,0,0,52.7,204,1140,0.5,52.7,0.5,0,0,0
61,43178.88759,96,209,44.62,0,0,0,0,44.62,209,1145,0.5,44.62,0.5,0,0,0
61,43178.88759,58,209,59.75,0,0,0,0,59.75,209,1145,0.5,59.75,0.5,0,0,0
61,43269.92529,96,212,46.02,0,0,0,0,46.02,212,1148,0.5,46.02,0.5,0,0,0
61,43178.88759,96,209,44.62,0,0,0,0,44.62,209,1145,0.5,44.62,0.5,0,0,0
61,43143.89553,96,208,34.72,0,0,0,0,34.72,208,1144,0.5,34.72,0.5,0,0,0
61,43269.92529,96,212,46.02,0,0,0,0,46.02,212,1148,0.5,46.02,0.5,0,0,0
61,42200.89688,92,12,31.06,0,0,0,0,31.06,12,907,0.25,31.06,0.25,0,0,0
61,42200.89688,61,12,31.06,0,0,0,0,31.06,12,907,0.25,31.06,0.25,0,0,0
61,43594.90502,94,35,33.22,0,0,0,0,33.22,35,928,0.25,33.22,0.25,0,0,0
61,43392.91572,61,29,46.99,0,0,0,0,46.99,29,924,0.25,46.99,0.25,0,0,0
61,42600.94709,92,18,28.43,0,0,0,0,28.43,18,913,0.25,28.43,0.25,0,0,0
61,43594.90502,16,35,19.54,0,0,0,0,19.54,35,928,0.25,19.54,0.25,0,0,0
61,42600.94709,101,18,45.02,0,0,0,0,45.02,18,913,0.25,45.02,0.25,0,0,0
61,42200.89688,94,12,35.11,0,0,0,0,35.11,12,907,0.25,35.11,0.25,0,0,0
61,42200.89688,92,12,31.06,0,0,0,0,31.06,12,907,0.25,31.06,0.25,0,0,0
61,43963.90378,61,40,39.94,0,0,0,0,39.94,40,933,0.25,39.94,0.25,0,0,0
61,44025.92318,70,192,53.61,0,0,0,0,53.61,192,1128,0.25,53.61,0.25,0,0,0
61,42509.86938,7,184,28.3,0,0,0,0,28.3,184,1120,0.25,28.3,0.25,0,0,0
61,42509.86938,7,184,28.3,0,0,0,0,28.3,184,1120,0.25,28.3,0.25,0,0,0
61,42509.86938,70,184,73.84,0,0,0,0,73.84,184,1120,0.25,73.84,0.25,0,0,0
61,43227.86257,70,188,101.51,0,0,0,0,101.51,188,1124,0.25,101.51,0.25,0,0,0
61,42877.90042,94,186,34.88,0,0,0,0,34.88,186,1122,0.25,34.88,0.25,0,0,0
61,43166.9833,61,106,31.66,0,0,0,0,31.66,106,1003,0.25,31.66,0.25,0,0,0
61,42509.86938,7,184,28.3,0,0,0,0,28.3,184,1120,0.25,28.3,0.25,0,0,0
61,43166.9833,61,106,32.83,0,0,0,0,32.83,106,1003,0.25,32.83,0.25,0,0,0
61,42443.93453,101,97,57,0,0,0,0,57,97,994,0.25,57,0.25,0,0,0
61,43166.9833,1,106,32.83,0,0,0,0,32.83,106,1003,0.25,32.83,0.25,0,0,0
61,43166.9833,92,106,32.83,0,0,0,0,32.83,106,1003,0.25,32.83,0.25,0,0,0
61,43584.86764,16,190,30.66,0,0,0,0,30.66,190,1126,0.25,30.66,0.25,0,0,0
61,42877.90042,107,186,27.91,0,0,0,0,27.91,186,1122,0.25,27.91,0.25,0,0,0
61,42062.92895,47,91,27.5,0,0,0,0,27.5,91,988,0.25,27.5,0.25,0,0,0
61,42877.90042,70,186,75.58,0,0,0,0,75.58,186,1122,0.25,75.58,0.25,0,0,0
61,42810.91522,61,101,15.62,0,0,0,0,15.62,101,998,0.25,15.62,0.25,0,0,0
61,42080.93932,61,92,40.51,0,0,0,0,40.51,92,989,0.25,40.51,0.25,0,0,0
61,42111.87755,103,64,34.14,0,0,0,0,34.14,64,965,0.25,34.14,0.25,0,0,0
61,43166.9833,61,106,31.66,0,0,0,0,31.66,106,1003,0.25,31.66,0.25,0,0,0
61,43122.89942,94,187,15.58,0,0,0,0,15.58,187,1123,0.25,15.58,0.25,0,0,0
61,42208.84605,75,154,44.92,0,0,0,0,44.92,154,1065,0.25,44.92,0.25,0,0,0
61,43283.85152,84,68,23.32,0,0,0,0,23.32,68,969,0.25,23.32,0.25,0,0,0
61,42111.87755,104,64,28.45,0,0,0,0,28.45,64,965,0.25,28.45,0.25,0,0,0
61,43283.85152,11,68,30.32,0,0,0,0,30.32,68,969,0.25,30.32,0.25,0,0,0
61,42208.84605,61,154,19.87,0,0,0,0,19.87,154,1065,0.25,19.87,0.25,0,0,0
61,43195.8706,79,554,47.64,0,0,0,0,47.64,554,1075,0.25,47.64,0.25,0,0,0
61,43195.87161,79,554,47.63,0,0,0,0,47.63,554,1076,0.25,47.63,0.25,0,0,0
61,41815.8634,49,144,31.41,0,0,0,0,31.41,144,1050,0.25,31.41,0.25,0,0,0
61,42913.92819,70,#N/A,64.86,0,0,0,0,64.86,2548,2218,0.25,64.86,0.25,0,0,0
61,42913.92819,71,#N/A,37.92,0,0,0,0,37.92,2107,1262,0.25,37.92,0.25,0,0,0
61,43608.88003,82,337,34.29,0,0,0,0,34.29,337,894,0.25,34.29,0.25,0,0,0
61,43608.88003,57,337,36.43,0,0,0,0,36.43,337,894,0.25,36.43,0.25,0,0,0
61,43608.88003,57,337,36.43,0,0,0,0,36.43,337,894,0.25,36.43,0.25,0,0,0
61,43948.906,84,298,38.87,0,0,0,0,38.87,298,1160,0.25,38.87,0.25,0,0,0
61,43608.88003,57,337,36.43,0,0,0,0,36.43,337,894,0.25,36.43,0.25,0,0,0
61,43955.85657,84,301,37.47,0,0,0,0,37.47,301,1161,0.25,37.47,0.25,0,0,0
61,42509.86905,70,171,72.63,0,0,0,0,72.63,171,1107,0.25,72.63,0.25,0,0,0
61,42877.90008,107,174,23.58,0,0,0,0,23.58,174,1110,0.25,23.58,0.25,0,0,0
61,43955.85657,20,301,24.98,0,0,0,0,24.98,301,1161,0.25,24.98,0.25,0,0,0
61,43948.906,84,298,38.87,0,0,0,0,38.87,298,1160,0.25,38.87,0.25,0,0,0
61,43608.88003,#N/A,337,36.43,0,0,0,0,36.43,337,894,0.25,36.43,0.25,0,0,0
61,42877.90008,94,174,29.47,0,0,0,0,29.47,174,1110,0.25,29.47,0.25,0,0,0
61,43948.906,20,298,25.91,0,0,0,0,25.91,298,1160,0.25,25.91,0.25,0,0,0
61,42509.86905,70,171,72.63,0,0,0,0,72.63,171,1107,0.25,72.63,0.25,0,0,0
61,43608.88003,57,337,36.43,0,0,0,0,36.43,337,894,0.25,36.43,0.25,0,0,0
61,42877.90008,70,174,63.86,0,0,0,0,63.86,174,1110,0.25,63.86,0.25,0,0,0
61,43269.92529,96,212,23.01,0,0,0,0,23.01,212,1148,0.25,23.01,0.25,0,0,0
61,43395.92455,96,216,32.26,0,0,0,0,32.26,216,1152,0.25,32.26,0.25,0,0,0
61,43206.92741,58,210,33.33,0,0,0,0,33.33,210,1146,0.25,33.33,0.25,0,0,0
61,43395.92455,96,216,32.26,0,0,0,0,32.26,216,1152,0.25,32.26,0.25,0,0,0
61,43185.87153,70,175,62.93,0,0,0,0,62.93,175,1111,0.25,62.93,0.25,0,0,0
61,43206.92741,96,210,31.11,0,0,0,0,31.11,210,1146,0.25,31.11,0.25,0,0,0
61,43143.89553,58,208,19.29,0,0,0,0,19.29,208,1144,0.25,19.29,0.25,0,0,0
61,43206.92741,58,210,33.33,0,0,0,0,33.33,210,1146,0.25,33.33,0.25,0,0,0
61,43206.92741,96,210,24.88,0,0,0,0,24.88,210,1146,0.25,24.88,0.25,0,0,0
61,43206.92741,96,210,24.88,0,0,0,0,24.88,210,1146,0.25,24.88,0.25,0,0,0
61,43206.92741,58,210,33.33,0,0,0,0,33.33,210,1146,0.25,33.33,0.25,0,0,0
61,43269.92529,96,212,28.76,0,0,0,0,28.76,212,1148,0.25,28.76,0.25,0,0,0
61,43178.88759,96,209,22.31,0,0,0,0,22.31,209,1145,0.25,22.31,0.25,0,0,0
61,43269.92529,96,212,23.01,0,0,0,0,23.01,212,1148,0.25,23.01,0.25,0,0,0
61,43234.88645,58,211,32.53,0,0,0,0,32.53,211,1147,0.25,32.53,0.25,0,0,0
61,43087.92885,96,206,15.65,0,0,0,0,15.65,206,1142,0.25,15.65,0.25,0,0,0
61,43206.92741,84,210,22.22,0,0,0,0,22.22,210,1146,0.25,22.22,0.25,0,0,0
61,43332.87083,1,214,28,0,0,0,0,28,214,1150,0.25,28,0.25,0,0,0
61,43367.85014,96,215,28,0,0,0,0,28,215,1151,0.25,28,0.25,0,0,0
61,43298.8662,96,213,28,0,0,0,0,28,213,1149,0.25,28,0.25,0,0,0
61,42926.90622,76,147,47.5,0,0,0,0,47.5,147,1053,0.25,47.5,0.25,0,0,0
61,42885.89593,76,164,47.5,0,0,0,0,47.5,164,1097,0.25,47.5,0.25,0,0,0
61,43143.89553,1,208,18,0,0,0,0,18,208,1144,0.25,18,0.25,0,0,0
61,41739.88287,61,6,20,0,0,0,0,20,6,899,0.25,20,0.25,0,0,0
61,41739.88323,92,85,20,0,0,0,0,20,85,982,0.25,20,0.25,0,0,0
61,43514.89458,107,117,32.5,0,0,0,0,32.5,117,1014,0.25,32.5,0.25,0,0,0
61,42922.87899,94,21,37.5,0,0,0,0,37.5,21,916,0.25,37.5,0.25,0,0,0
61,42926.90622,53,147,37.5,0,0,0,0,37.5,147,1053,0.25,37.5,0.25,0,0,0
61,43298.8662,58,213,37.5,0,0,0,0,37.5,213,1149,0.25,37.5,0.25,0,0,0
61,42789.96038,61,20,30,0,0,0,0,30,20,915,0.25,30,0.25,0,0,0
61,42789.96038,92,20,30,0,0,0,0,30,20,915,0.25,30,0.25,0,0,0
61,42500.84389,92,16,30,0,0,0,0,30,16,911,0.25,30,0.25,0,0,0
61,42789.96038,92,20,30,0,0,0,0,30,20,915,0.25,30,0.25,0,0,0
61,42789.96038,92,20,30,0,0,0,0,30,20,915,0.25,30,0.25,0,0,0
61,42789.96038,61,20,30,0,0,0,0,30,20,915,0.25,30,0.25,0,0,0
61,42600.94688,61,99,30,0,0,0,0,30,99,996,0.25,30,0.25,0,0,0
