client_KEY,principal__client_KEY,entry_date,client_date_cache_KEY,produced,adjustment,nonprogress_bill_amount,progress_bill_amount,surcharge,sales_tax,service_tax,discount,invoiced,collected,ar_received,ar_adjustment,ar_service_charge
14,14,43005,1337459,22.5,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43005,1341341,-54,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43005,1341343,-135,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43005,1341449,54,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43005,1341451,135,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43006,1338015,22.5,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43007,1339562,180,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43010,1341317,54,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43010,1352570,412.5,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43011,1352575,330,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43012,1348858,135,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43012,1361596,206.25,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43014,1352587,30,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43017,1356147,27,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43017,1358658,300,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43017,1361584,275,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43018,1358669,352.5,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43018,1358670,37.5,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43019,1358195,67.5,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43019,1358671,450,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43019,1358673,150,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43021,1359300,52.5,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43023,1360001,1375,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43024,1361612,275,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43024,1363560,345,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43028,1362988,135,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43032,1365643,54,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43032,1367510,45,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43032,1367511,607.5,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43032,1376689,275,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43033,1367513,150,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43033,1376684,275,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43034,1367519,165,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43040,1374336,27,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43046,1386925,67.5,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43046,1386926,67.5,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43046,1391550,90,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43047,1388455,101.25,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43052,1393840,60,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43053,1392183,202.5,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43059,1394740,67.5,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43069,1398001,75,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43073,1399930,108,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43075,1403630,54,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43076,1406921,22.5,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43080,1411940,30,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43083,1411373,33.75,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43089,1412963,54,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43102,1417891,54,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43102,1417892,270,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43102,1419008,82.5,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43104,1423584,43.2,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43115,1438096,56,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43115,1438168,22.5,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43116,1438660,104,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43116,1439529,30,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43117,1438881,28,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43118,1439543,52.5,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43119,1440009,60,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43125,1443399,322.5,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43125,1443400,637.5,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43126,1443401,240,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43126,1443402,30,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43126,1445364,275,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43130,1446085,82.5,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43130,1446195,56,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43131,1448436,75,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43132,1449434,28,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43132,1450555,22.5,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43133,1451432,56,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43133,1452753,45,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43138,1462450,30,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43139,1462457,75,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43140,1462466,45,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43144,1463361,56,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43144,1463658,45,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43144,1464085,-45,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43144,1464113,45,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43145,1464138,97.5,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43146,1464493,280,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43146,1464723,112.5,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43146,1470538,-112.5,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43146,1470568,112.5,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43150,1466213,150,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43150,1467318,37.5,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43157,1470821,56,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43157,1471387,195,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43157,1475920,-56,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43157,1475929,56,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43159,1473424,25,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43160,1475146,225,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43160,1475301,52.5,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43160,1475915,28,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43162,1479876,210,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43164,1486230,45,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43164,1486235,90,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43164,1486302,206.25,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43165,1487948,67.5,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43166,1488862,37.5,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43168,1490362,10,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43171,1491976,56,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43179,1500372,37.5,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43182,1501571,35,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43182,1503066,60,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43182,1503072,45,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43187,1506979,112,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43189,1511175,28,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43196,1532296,45,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43200,1534033,56,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43200,1534034,112,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43201,1535519,19.04,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43213,1543028,37.5,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43213,1543039,-37.5,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43213,1543049,37.5,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43215,1546377,70,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43221,1555739,56,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43222,1572630,30,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43228,1574101,56,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43228,1574102,35,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43229,1574528,56,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43241,1578746,210,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43241,1579329,187.5,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43243,1579807,56,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43244,1581457,28,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43248,1581729,15,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43255,1587621,28,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43256,1590160,56,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43257,1597930,28,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43270,1600878,56,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43270,1600879,35,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43270,1601043,37.5,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43284,1610705,28,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43284,1610965,56,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43284,1610966,112,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43294,1618380,37.5,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43299,1616382,56,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43303,1618673,30,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43303,1623652,-30,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43303,1623843,30,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43313,1621664,70,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43314,1623019,35,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43318,1628099,37.5,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43319,1632784,52.5,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43319,1635149,-52.5,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43319,1635160,52.5,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43325,1633773,70,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43336,1636982,30,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43336,1637923,-30,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43336,1638126,30,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43336,1641602,-30,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43336,1641807,30,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43336,1641962,-30,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43336,1642171,30,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43337,1636897,41.5,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43339,1639899,45,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43340,1638366,70,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43340,1638373,525,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43340,1639906,337.5,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43341,1638523,210,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43347,1640555,70,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43347,1653669,43.5,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43353,1649977,70,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43356,1651724,30,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43357,1651606,35,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43358,1653985,30,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43360,1652680,35,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43367,1655711,70,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43375,1660809,140,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43378,1677999,45.5,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43378,1684011,-45.5,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43378,1684084,45.5,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43378,1684138,-45.5,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43378,1684210,45.5,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43378,1685787,-45.5,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43378,1685860,45.5,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43390,1677832,15,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43396,1681172,30,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43396,1688073,-30,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43396,1688353,30,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43408,1709487,45.5,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43408,1709921,-45.5,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43408,1710041,45.5,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43430,1712676,15,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43430,1735731,-15,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43430,1736364,15,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43433,1710601,30,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43439,1731332,45.5,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43454,1732778,30,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43454,1736865,-30,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43454,1737180,30,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43489,1768095,59.6,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43782,2045029,255,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43783,2035201,110.5,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43783,2044932,-110.5,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43783,2045007,110.5,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43787,2045002,110.5,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43789,2043112,85,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43789,2044915,-85,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43789,2044984,85,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43794,2039474,34,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43794,2044898,-34,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43794,2044961,34,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43801,2043074,170,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43801,2063548,-170,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43801,2063759,170,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43802,2041919,385,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43803,2046177,34,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43805,2046066,144.5,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43810,2048458,280,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43811,2049175,70,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43811,2049403,132,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43811,2050042,25.5,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43811,2050044,68,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43811,2063522,-25.5,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43811,2063524,-68,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43811,2063722,25.5,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43811,2063723,68,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43815,2050269,210,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43816,2051281,187,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43816,2063038,-187,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43816,2063709,187,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43817,2050559,86.25,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43819,2063702,34,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43819,2064129,-34,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43819,2064169,34,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43822,2052562,28.75,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43822,2063694,255,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43822,2063695,212.5,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43822,2063700,42.5,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43825,2053521,28.75,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43829,2063663,17,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43832,2058960,490,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43832,2063422,153,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43832,2088259,-153,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43832,2088607,153,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43833,2063421,425,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43837,2063417,59.5,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43837,2078869,-59.5,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43837,2078878,59.5,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43837,2088256,-59.5,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43837,2088609,59.5,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43839,2069189,42.5,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43840,2069188,170,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43840,2078867,-170,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43840,2078875,170,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43840,2088252,-170,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43840,2088615,170,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43847,2074266,807.5,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43847,2088232,-807.5,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43847,2088626,807.5,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43847,2093620,206.25,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43850,2079017,34,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43850,2088225,-34,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43850,2088629,34,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43852,2079006,17,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43852,2079990,115,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43852,2088214,-17,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43852,2088639,17,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43854,2079896,230,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43857,2086195,34,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43857,2088196,-34,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43857,2088668,34,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43857,2088956,-34,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43859,2086074,68,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43859,2088163,-68,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43859,2088686,68,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43859,2088923,-68,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43864,2085870,136,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43871,2097164,115,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43871,2098410,59.5,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43872,2097984,345,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43872,2098519,230,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43879,2115584,595,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43879,2115596,42.5,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43881,2115605,42.5,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43881,2115609,68,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43886,2116594,34,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43887,2117629,85,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43887,2117638,51,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43895,2133367,15,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43895,2133903,287.5,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43895,2142207,17,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43896,2134080,230,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43906,2151790,210,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43907,2160667,170,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43908,2153162,115,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43908,2160675,34,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43908,2160696,34,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43908,2160703,59.5,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43908,2191894,225,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43909,2160654,85,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43911,2155677,22.5,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43913,2156478,119,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43913,2156483,42.5,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43913,2156685,221,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43913,2156686,170,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43913,2156746,247.5,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43913,2157017,37.5,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43913,2157044,75,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43913,2160572,42.5,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43913,2160628,85,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43914,2158349,35,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43914,2160529,76.5,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43914,2160530,42.5,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43914,2160534,93.5,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43914,2160535,76.5,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43914,2160541,17,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43915,2158948,37.5,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43915,2160497,255,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43915,2160509,85,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43916,2160900,59.5,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43916,2161120,8.5,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43920,2165267,93.5,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43920,2165270,17,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43920,2165273,8.5,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43920,2165602,85,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43921,2167110,136,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43922,2168014,105,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43922,2169601,170,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43922,2169605,170,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43922,2169614,42.5,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43924,2169623,42.5,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43924,2169666,52.5,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43924,2170609,230,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43924,2170615,57.5,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43924,2177174,59.5,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43924,2177176,17,0,0,0,0,0,0,0,0,0,0,0,0
14,14,43927,2172727,51,0,0,0,0,0,0,0,0,0,0,0,0
