ledger_entry_KEY,update__staff_KEY,update_date_utc,bank_account_KEY,bank_account__bank_account_id,bank_account__bank_account_id_sortable,bank_account__description,control_date,submittal_status_KEY,digita_vat_period_KEY,ledger_entry_subtype_KEY,ledger_entry_type_KEY,ledger_entry_type__ledger_entry_type_id,ledger_entry_type__ledger_entry_type_id_sortable,ledger_entry_type__description,client_KEY,client__client_id,client__client_id_sortable,client__description,client__office__office_id,client__partner__staff__staff_id,client__manager__staff__staff_id,entry_date,reference,normal_sign,debit_amount,credit_amount,amount,open_date,posted_open_amount,live_open_amount,posted_closed_amount,live_closed_amount,posted_application_count,comments,internal_comments,approved_date,approved__staff_KEY,approved__staff__staff_id,approved__staff__staff_id_sortable,posted_date,posted__staff_KEY,posted__staff__staff_id,posted__staff__staff_id_sortable,entry_number,digita_tax_point_date_override,digita_proforma__ledger_entry_KEY,void_date,is_posted,is_approved
19,61,43102.57721,,,,,42613,,,1,1,INV,INV,Invoice,1,38684554500,38684554500                              `,LedgerLogic Accounting,IDMV,4081OL,4081OL,42613,,1,108,0,108,65381,0,0,108,108,1,,,42622,61,2014HM,2014HM,42625,61,2014HM,2014HM,24892,,,,True,True
20,102,43101.77605,,,,,42766,,,1,1,INV,INV,Invoice,1,38684554500,38684554500                              `,LedgerLogic Accounting,IDMV,4081OL,4081OL,42766,,1,599.25,0,599.25,65381,0,0,599.25,599.25,1,,,42771,61,2014HM,2014HM,42772,61,2014HM,2014HM,28245,,,,True,True
21,83,43100.10221,,,,,42886,,,1,1,INV,INV,Invoice,1,38684554500,38684554500                              `,LedgerLogic Accounting,IDMV,4081OL,4081OL,42886,,1,2306.75,0,2306.75,65381,0,0,2306.75,2306.75,1,,,42893,102,2952NF,2952NF,42893,102,2952NF,2952NF,32101,,,,True,True
22,93,43099.74635,,,,,43075,,,1,1,INV,INV,Invoice,1,38684554500,38684554500                              `,LedgerLogic Accounting,IDMV,4081OL,4081OL,43069,,1,951,0,951,65381,0,0,951,951,1,,,43076,61,2014HM,2014HM,43077,61,2014HM,2014HM,36084,,,,True,True
23,61,43195.69537,,,,,43190,,,1,1,INV,INV,Invoice,1,38684554500,38684554500                              `,LedgerLogic Accounting,IDMV,4081OL,4081OL,43190,,1,999.86,0,999.86,65381,0,0,999.86,999.86,1,,,43194,61,2014HM,2014HM,43195,61,2014HM,2014HM,39688,,,,True,True
24,102,43224.73509,,,,,43220,,,1,1,INV,INV,Invoice,1,38684554500,38684554500                              `,LedgerLogic Accounting,IDMV,4081OL,4081OL,43220,,1,465,0,465,65381,0,0,465,465,1,,,43223,102,2952NF,2952NF,43224,102,2952NF,2952NF,41176,,,,True,True
25,102,43258.67234,,,,,43251,,,1,1,INV,INV,Invoice,1,38684554500,38684554500                              `,LedgerLogic Accounting,IDMV,4081OL,4081OL,43251,,1,255,0,255,65381,0,0,255,255,1,,,43258,102,2952NF,2952NF,43258,102,2952NF,2952NF,41923,,,,True,True
26,102,43286.69869,,,,,43285,,,1,1,INV,INV,Invoice,1,38684554500,38684554500                              `,LedgerLogic Accounting,IDMV,4081OL,4081OL,43281,,1,50,0,50,65381,0,0,50,50,1,,,43286,61,2014HM,2014HM,43286,102,2952NF,2952NF,42676,,,,True,True
27,61,43320.81407,,,,,43312,,,1,1,INV,INV,Invoice,1,38684554500,38684554500                              `,LedgerLogic Accounting,IDMV,4081OL,4081OL,43312,,1,255,0,255,65381,0,0,255,255,1,,,43319,61,2014HM,2014HM,43320,61,2014HM,2014HM,43154,,,,True,True
28,102,43353.84676,,,,,43343,,,1,1,INV,INV,Invoice,1,38684554500,38684554500                              `,LedgerLogic Accounting,IDMV,4081OL,4081OL,43343,,1,45,0,45,65381,0,0,45,45,1,,,43353,102,2952NF,2952NF,43353,102,2952NF,2952NF,44001,,,,True,True
29,102,43382.67784,,,,,43373,,,1,1,INV,INV,Invoice,1,38684554500,38684554500                              `,LedgerLogic Accounting,IDMV,4081OL,4081OL,43373,,1,1703.75,0,1703.75,65381,0,0,1703.75,1703.75,1,,,43382,102,2952NF,2952NF,43382,102,2952NF,2952NF,44499,,,,True,True
30,102,43409.78218,,,,,43404,,,1,1,INV,INV,Invoice,1,38684554500,38684554500                              `,LedgerLogic Accounting,IDMV,4081OL,4081OL,43404,,1,115,0,115,65381,0,0,115,115,1,,,43405,102,2952NF,2952NF,43409,102,2952NF,2952NF,45221,,,,True,True
31,61,43442.03539,,,,,43434,,,1,1,INV,INV,Invoice,1,38684554500,38684554500                              `,LedgerLogic Accounting,IDMV,4081OL,4081OL,43434,,1,206,0,206,65381,0,0,206,206,1,,,43441,61,2014HM,2014HM,43441,61,2014HM,2014HM,46089,,,,True,True
32,102,43472.71726,,,,,43465,,,1,1,INV,INV,Invoice,1,38684554500,38684554500                              `,LedgerLogic Accounting,IDMV,4081OL,4081OL,43465,,1,80,0,80,65381,0,0,80,80,1,,,43471,102,2952NF,2952NF,43472,102,2952NF,2952NF,46940,,,,True,True
33,102,43481.96674,,,,,43480,,,1,1,INV,INV,Invoice,1,38684554500,38684554500                              `,LedgerLogic Accounting,IDMV,4081OL,4081OL,43480,,1,120,0,120,65381,0,0,120,120,1,,,43481,102,2952NF,2952NF,43481,102,2952NF,2952NF,47716,,,,True,True
34,102,43504.84316,,,,,43496,,,1,1,INV,INV,Invoice,1,38684554500,38684554500                              `,LedgerLogic Accounting,IDMV,4081OL,4081OL,43496,,1,305,0,305,65381,0,0,305,305,1,,,43504,102,2952NF,2952NF,43504,102,2952NF,2952NF,48174,,,,True,True
35,102,43593.81378,,,,,43585,,,1,1,INV,INV,Invoice,1,38684554500,38684554500                              `,LedgerLogic Accounting,IDMV,4081OL,4081OL,43585,,1,1875,0,1875,65381,0,0,1875,1875,1,,,43592,102,2952NF,2952NF,43593,102,2952NF,2952NF,52053,,,,True,True
36,102,43718.92992,,,,,43717,,,1,1,INV,INV,Invoice,1,38684554500,38684554500                              `,LedgerLogic Accounting,IDMV,4081OL,4081OL,43717,,1,572.5,0,572.5,65381,0,0,572.5,572.5,1,,,43718,102,2952NF,2952NF,43718,102,2952NF,2952NF,54840,,,,True,True
37,102,43781.69029,,,,,43769,,,1,1,INV,INV,Invoice,1,38684554500,38684554500                              `,LedgerLogic Accounting,IDMV,4081OL,4081OL,43769,,1,315,0,315,65381,0,0,315,315,1,,,43781,102,2952NF,2952NF,43781,102,2952NF,2952NF,57047,,,,True,True
38,102,43804.91379,,,,,43799,,,1,1,INV,INV,Invoice,1,38684554500,38684554500                              `,LedgerLogic Accounting,IDMV,4081OL,4081OL,43799,,1,175,0,175,65381,0,0,175,175,1,,,43804,102,2952NF,2952NF,43804,102,2952NF,2952NF,57322,,,,True,True
39,102,43852.0228,,,,,43845,,,1,1,INV,INV,Invoice,1,38684554500,38684554500                              `,LedgerLogic Accounting,IDMV,4081OL,4081OL,43845,,1,120,0,120,65381,0,0,120,120,1,,,43851,102,2952NF,2952NF,43851,102,2952NF,2952NF,58760,,,,True,True
40,102,43960.71957,,,,,43951,,,1,1,INV,INV,Invoice,1,38684554500,38684554500                              `,LedgerLogic Accounting,IDMV,4081OL,4081OL,43951,,1,1920,0,1920,65381,0,0,1920,1920,1,,,43957,102,2952NF,2952NF,43960,102,2952NF,2952NF,62456,,,,True,True
41,102,44032.79581,,,,,44012,,,1,1,INV,INV,Invoice,1,38684554500,38684554500                              `,LedgerLogic Accounting,IDMV,4081OL,4081OL,44012,,1,385,0,385,65381,0,0,385,385,1,,,44032,102,2952NF,2952NF,44032,102,2952NF,2952NF,63922,,,,True,True
42,61,44243.70031,,,,,44239,,,1,1,INV,INV,Invoice,1,38684554500,38684554500                              `,LedgerLogic Accounting,IDMV,4081OL,4081OL,44239,,1,797,0,797,65381,0,0,797,797,1,,,44243,61,2014HM,2014HM,44243,61,2014HM,2014HM,70939,,,,True,True
43,61,44252.75167,,,,,44255,,,1,1,INV,INV,Invoice,1,38684554500,38684554500                              `,LedgerLogic Accounting,IDMV,4081OL,4081OL,44255,,1,120,0,120,65381,0,0,120,120,1,,,44252,61,2014HM,2014HM,44252,61,2014HM,2014HM,71599,,,,True,True
44,61,44314.64076,,,,,44313,,,1,1,INV,INV,Invoice,1,38684554500,38684554500                              `,LedgerLogic Accounting,IDMV,4081OL,4081OL,44313,,1,798,0,798,65381,0,0,798,798,1,,,44314,61,2014HM,2014HM,44314,61,2014HM,2014HM,74884,,,,True,True
45,61,44348.83085,,,,,44344,,,1,1,INV,INV,Invoice,1,38684554500,38684554500                              `,LedgerLogic Accounting,IDMV,4081OL,4081OL,44344,,1,1226,0,1226,65381,0,0,1226,1226,1,,,44345,61,2014HM,2014HM,44348,61,2014HM,2014HM,77574,,,,True,True
46,61,44448.91975,,,,,44392,,,1,1,INV,INV,Invoice,1,38684554500,38684554500                              `,LedgerLogic Accounting,IDMV,4081OL,4081OL,44439,,1,120,0,120,65381,0,0,120,120,1,,,44448,61,2014HM,2014HM,44448,61,2014HM,2014HM,78829,,,,True,True
47,61,44482.66973,,,,,44473,,,1,1,INV,INV,Invoice,1,38684554500,38684554500                              `,LedgerLogic Accounting,IDMV,4081OL,4081OL,44477,,1,560,0,560,65381,0,0,560,560,1,,,44482,61,2014HM,2014HM,44482,61,2014HM,2014HM,81275,,,,True,True
48,61,44505.84735,,,,,44503,,,1,1,INV,INV,Invoice,1,38684554500,38684554500                              `,LedgerLogic Accounting,IDMV,4081OL,4081OL,44503,,1,140,0,140,65381,0,0,140,140,1,,,44505,61,2014HM,2014HM,44505,61,2014HM,2014HM,82651,,,,True,True
49,61,44538.66321,,,,,44532,,,1,1,INV,INV,Invoice,1,38684554500,38684554500                              `,LedgerLogic Accounting,IDMV,4081OL,4081OL,44532,,1,70,0,70,65381,0,0,70,70,1,,,44537,61,2014HM,2014HM,44538,61,2014HM,2014HM,83880,,,,True,True
50,61,44566.68701,,,,,44565,,,1,1,INV,INV,Invoice,1,38684554500,38684554500                              `,LedgerLogic Accounting,IDMV,4081OL,4081OL,44565,,1,70,0,70,65381,0,0,70,70,1,,,44566,61,2014HM,2014HM,44566,61,2014HM,2014HM,84825,,,,True,True
51,61,44742.82042,,,,,44652,,,1,1,INV,INV,Invoice,1,38684554500,38684554500                              `,LedgerLogic Accounting,IDMV,4081OL,4081OL,44652,,1,60,0,60,65381,0,0,60,60,1,,,44652,61,2014HM,2014HM,44742,61,2014HM,2014HM,90902,,,,True,True
52,61,44666.04426,,,,,44657,,,1,1,INV,INV,Invoice,1,38684554500,38684554500                              `,LedgerLogic Accounting,IDMV,4081OL,4081OL,44657,,1,105,0,105,65381,0,0,105,105,1,,,44665,61,2014HM,2014HM,44665,61,2014HM,2014HM,91546,,,,True,True
53,61,44686.89584,,,,,44684,,,1,1,INV,INV,Invoice,1,38684554500,38684554500                              `,LedgerLogic Accounting,IDMV,4081OL,4081OL,44684,,1,1675,0,1675,65381,0,0,1675,1675,1,,,44686,61,2014HM,2014HM,44686,61,2014HM,2014HM,93626,,,,True,True
54,61,44750.60323,,,,,44722,,,1,1,INV,INV,Invoice,1,38684554500,38684554500                              `,LedgerLogic Accounting,IDMV,4081OL,4081OL,44740,,1,105,0,105,65381,0,0,105,105,1,,,44750,61,2014HM,2014HM,44750,61,2014HM,2014HM,96149,,,,True,True
55,61,44902.64146,,,,,44900,,,1,1,INV,INV,Invoice,1,38684554500,38684554500                              `,LedgerLogic Accounting,IDMV,4081OL,4081OL,44902,,1,175,0,175,65381,0,0,175,175,1,,,44902,61,2014HM,2014HM,44902,61,2014HM,2014HM,105332,,,,True,True
56,61,45120.61517,,,,,45135,,,1,1,INV,INV,Invoice,1,38684554500,38684554500                              `,LedgerLogic Accounting,IDMV,4081OL,4081OL,45120,,1,120,0,120,65381,0,0,120,120,1,,,45120,61,2014HM,2014HM,45120,61,2014HM,2014HM,121045,,,,True,True
57,61,45125.74993,,,,,45127,,,1,1,INV,INV,Invoice,1,38684554500,38684554500                              `,LedgerLogic Accounting,IDMV,4081OL,4081OL,45125,,1,375,0,375,65381,0,0,375,375,1,,,45125,61,2014HM,2014HM,45125,61,2014HM,2014HM,121707,,,,True,True
58,61,45166.67616,,,,,45162,,,1,1,INV,INV,Invoice,1,38684554500,38684554500                              `,LedgerLogic Accounting,IDMV,4081OL,4081OL,45166,,1,1930,0,1930,65381,0,0,1930,1930,1,,,45166,61,2014HM,2014HM,45166,61,2014HM,2014HM,123194,,,,True,True
59,61,45201.96861,,,,,45198,,,1,1,INV,INV,Invoice,1,38684554500,38684554500                              `,LedgerLogic Accounting,IDMV,4081OL,4081OL,45201,,1,390,0,390,65381,0,0,390,390,1,,,45201,61,2014HM,2014HM,45201,61,2014HM,2014HM,125472,,,,True,True
60,61,45217.85618,,,,,45219,,,1,1,INV,INV,Invoice,1,38684554500,38684554500                              `,LedgerLogic Accounting,IDMV,4081OL,4081OL,45217,,1,515,0,515,65381,0,0,515,515,1,,,45217,61,2014HM,2014HM,45217,61,2014HM,2014HM,126309,,,,True,True
61,61,45293.89502,,,,,45298,,,1,1,INV,INV,Invoice,1,38684554500,38684554500                              `,LedgerLogic Accounting,IDMV,4081OL,4081OL,45293,,1,360,0,360,65381,0,0,360,360,1,,,45293,61,2014HM,2014HM,45293,61,2014HM,2014HM,132868,,,,True,True
62,61,45330.73636,,,,,45338,,,1,1,INV,INV,Invoice,1,38684554500,38684554500                              `,LedgerLogic Accounting,IDMV,4081OL,4081OL,45330,,1,225,0,225,65381,0,0,225,225,1,,,45330,61,2014HM,2014HM,45330,61,2014HM,2014HM,135423,,,,True,True
63,61,43102.74599,,,,,41759,,,1,1,INV,INV,Invoice,2,35062011000,35062011000                              `,UnityVault Bank,IDMV,4380LH,2505CC,41759,,1,681.25,0,681.25,65381,0,0,681.25,681.25,1,,,41766,61,2014HM,2014HM,41767,61,2014HM,2014HM,6712,,,,True,True
64,61,43102.70989,,,,,42093,,,1,1,INV,INV,Invoice,2,35062011000,35062011000                              `,UnityVault Bank,IDMV,4380LH,2505CC,42093,,1,677.11,0,677.11,65381,0,0,677.11,677.11,1,,,42094,61,2014HM,2014HM,42095,61,2014HM,2014HM,13176,,,,True,True
65,61,42495.07576,,,,,42489,,,1,1,INV,INV,Invoice,2,35062011000,35062011000                              `,UnityVault Bank,IDMV,4380LH,2505CC,42489,,1,788.9,0,788.9,65381,0,0,788.9,788.9,1,,,42494,61,2014HM,2014HM,42494,61,2014HM,2014HM,22012,,,,True,True
66,102,43100.97738,,,,,42857,,,1,1,INV,INV,Invoice,2,35062011000,35062011000                              `,UnityVault Bank,IDMV,4380LH,2505CC,42855,,1,806.5,0,806.5,65381,0,0,806.5,806.5,1,,,42863,102,2952NF,2952NF,42863,102,2952NF,2952NF,30468,,,,True,True
67,76,43099.82465,,,,,43033,,,1,1,INV,INV,Invoice,2,35062011000,35062011000                              `,UnityVault Bank,IDMV,4380LH,2505CC,43033,,1,402.5,0,402.5,65381,0,0,402.5,402.5,1,,,43046,102,2952NF,2952NF,43046,102,2952NF,2952NF,34753,,,,True,True
68,102,43191.83032,,,,,43183,,,1,1,INV,INV,Invoice,2,35062011000,35062011000                              `,UnityVault Bank,IDMV,4380LH,2505CC,43183,,1,832.5,0,832.5,65381,0,0,832.5,832.5,1,,,43189,102,2952NF,2952NF,43191,102,2952NF,2952NF,38764,,,,True,True
69,61,43572.89813,,,,,43572,,,1,1,INV,INV,Invoice,2,35062011000,35062011000                              `,UnityVault Bank,IDMV,4380LH,2505CC,43572,,1,880,0,880,65381,0,0,880,880,1,,,43572,76,4337JW,4337JW,43572,61,2014HM,2014HM,50797,,,,True,True
70,102,43899.73224,,,,,43897,,,1,1,INV,INV,Invoice,2,35062011000,35062011000                              `,UnityVault Bank,IDMV,4380LH,2505CC,43897,,1,1275,0,1275,65381,0,0,1275,1275,1,,,43899,76,4337JW,4337JW,43899,102,2952NF,2952NF,60387,,,,True,True
71,61,44200.67208,,,,,44192,,,1,1,INV,INV,Invoice,2,35062011000,35062011000                              `,UnityVault Bank,IDMV,4380LH,2505CC,44192,,1,440,0,440,65381,0,0,440,440,1,,,44200,84,4380LH,4380LH,44200,61,2014HM,2014HM,69253,,,,True,True
72,61,44295.74772,,,,,44294,,,1,1,INV,INV,Invoice,2,35062011000,35062011000                              `,UnityVault Bank,IDMV,4380LH,2505CC,44294,,1,510,0,510,65381,0,0,510,510,1,,,44295,61,2014HM,2014HM,44295,61,2014HM,2014HM,73814,,,,True,True
73,61,44475.62307,,,,,44459,,,1,1,INV,INV,Invoice,2,35062011000,35062011000                              `,UnityVault Bank,IDMV,4380LH,2505CC,44469,,1,150,0,150,65381,0,0,150,150,1,,,44473,84,4380LH,4380LH,44475,61,2014HM,2014HM,80525,,,,True,True
74,95,43102.77777,,,,,41455,,,1,1,INV,INV,Invoice,3,35909826000,35909826000                              `,SeedlingSuccess Agritech,IDMV,4380LH,2505CC,41455,,1,650,0,650,65381,0,0,650,650,1,,,41467,61,2014HM,2014HM,41470,61,2014HM,2014HM,346,,,,True,True
75,61,42495.07576,,,,,42489,,,1,1,INV,INV,Invoice,3,35909826000,35909826000                              `,SeedlingSuccess Agritech,IDMV,4380LH,2505CC,42489,,1,883.73,0,883.73,65381,0,0,883.73,883.73,1,,,42494,61,2014HM,2014HM,42494,61,2014HM,2014HM,22013,,,,True,True
76,102,43100.97855,,,,,42857,,,1,1,INV,INV,Invoice,3,35909826000,35909826000                              `,SeedlingSuccess Agritech,IDMV,4380LH,2505CC,42855,,1,818.5,0,818.5,65381,0,0,818.5,818.5,1,,,42863,102,2952NF,2952NF,42863,102,2952NF,2952NF,30466,,,,True,True
77,102,43564.70795,,,,,43563,,,1,1,INV,INV,Invoice,3,35909826000,35909826000                              `,SeedlingSuccess Agritech,IDMV,4380LH,2505CC,43563,,1,900,0,900,65381,0,0,900,900,1,,,43564,102,2952NF,2952NF,43564,102,2952NF,2952NF,50269,,,,True,True
78,102,43924.97886,,,,,43913,,,1,1,INV,INV,Invoice,3,35909826000,35909826000                              `,SeedlingSuccess Agritech,IDMV,4380LH,2505CC,43913,,1,850,0,850,65381,0,0,850,850,1,,,43921,76,4337JW,4337JW,43924,102,2952NF,2952NF,60783,,,,True,True
79,61,44351.83657,,,,,44323,,,1,1,INV,INV,Invoice,3,35909826000,35909826000                              `,SeedlingSuccess Agritech,IDMV,4380LH,2505CC,44323,,1,1300,0,1300,65381,0,0,1300,1300,1,,,44351,61,2014HM,2014HM,44351,61,2014HM,2014HM,75729,,,,True,True
80,61,44475.62307,,,,,44459,,,1,1,INV,INV,Invoice,3,35909826000,35909826000                              `,SeedlingSuccess Agritech,IDMV,4380LH,2505CC,44469,,1,300,0,300,65381,0,0,300,300,1,,,44473,84,4380LH,4380LH,44475,61,2014HM,2014HM,80524,,,,True,True
81,61,45217.85619,,,,,45208,,,1,1,INV,INV,Invoice,3,35909826000,35909826000                              `,SeedlingSuccess Agritech,IDMV,4380LH,2505CC,45217,,1,1850,0,1850,65381,0,0,1850,1850,1,,,45217,61,2014HM,2014HM,45217,61,2014HM,2014HM,126756,,,,True,True
82,61,43102.77403,,,,,41523,,,1,1,INV,INV,Invoice,4,27956983500,27956983500                              `,WealthWave Advisors,IDMV,4081OL,4081OL,41517,,1,129.6,0,129.6,65381,0,0,129.6,129.6,1,,,41527,61,2014HM,2014HM,41527,61,2014HM,2014HM,1101,,,,True,True
83,78,43102.76805,,,,,41578,,,1,1,INV,INV,Invoice,4,27956983500,27956983500                              `,WealthWave Advisors,IDMV,4081OL,4081OL,41578,,1,115,0,115,65381,0,0,115,115,1,,,41584,61,2014HM,2014HM,41584,61,2014HM,2014HM,2225,,,,True,True
84,62,43102.76174,,,,,41670,,,1,1,INV,INV,Invoice,4,27956983500,27956983500                              `,WealthWave Advisors,IDMV,4081OL,4081OL,41670,,1,306.25,0,306.25,65381,0,0,306.25,306.25,1,,,41675,61,2014HM,2014HM,41675,61,2014HM,2014HM,3557,,,,True,True
85,61,43102.75235,,,,,41729,,,1,1,INV,INV,Invoice,4,27956983500,27956983500                              `,WealthWave Advisors,IDMV,4081OL,4081OL,41729,,1,1000.5,0,1000.5,65381,0,0,1000.5,1000.5,1,,,41733,61,2014HM,2014HM,41734,61,2014HM,2014HM,5441,,,,True,True
86,61,43102.74073,,,,,41790,,,1,1,INV,INV,Invoice,4,27956983500,27956983500                              `,WealthWave Advisors,IDMV,4081OL,4081OL,41790,,1,80,0,80,65381,0,0,80,80,1,,,41796,47,4648IS,4648IS,41796,61,2014HM,2014HM,7680,,,,True,True
87,54,43102.73695,,,,,41851,,,1,1,INV,INV,Invoice,4,27956983500,27956983500                              `,WealthWave Advisors,IDMV,4081OL,4081OL,41851,,1,172.5,0,172.5,65381,0,0,172.5,172.5,1,,,41859,61,2014HM,2014HM,41862,61,2014HM,2014HM,8369,,,,True,True
88,61,43102.73026,,,,,41912,,,1,1,INV,INV,Invoice,4,27956983500,27956983500                              `,WealthWave Advisors,IDMV,4081OL,4081OL,41912,,1,120.75,0,120.75,65381,0,0,120.75,120.75,1,,,41920,61,2014HM,2014HM,41920,61,2014HM,2014HM,9521,,,,True,True
89,61,43102.72798,,,,,41943,,,1,1,INV,INV,Invoice,4,27956983500,27956983500                              `,WealthWave Advisors,IDMV,4081OL,4081OL,41943,,1,103.5,0,103.5,65381,0,0,103.5,103.5,1,,,41949,61,2014HM,2014HM,41950,61,2014HM,2014HM,9930,,,,True,True
